female,prechod,C,D,OR6,OR8,sig_OR6,sig_OR8,OR86,barva
1. female,N2C_N2C,euro10,euro7,2.6816603774,2.8708144564,sig,sig,1.07053618,B1
1. female,N2C_N2C,euro10,euro8,4.8585618296,4.3622787611,sig,sig,0.8978539152,B1
1. female,N2C_N2C,euro10,euro9,5.084078939,5.7405247813,sig,sig,1.1291179484,B1
1. female,N2C_N2C,euro11,euro1,4.5911461492,3.7325449376,sig,sig,0.8129876106,B1
1. female,N2C_N2C,euro11,euro10,6.2557977737,4.5308903889,sig,sig,0.7242705971,B1
1. female,N2C_N2C,euro11,euro11,,,nesig,nesig,,B4
1. female,N2C_N2C,euro11,euro12,3.4583184258,2.5074764247,sig,sig,0.7250565494,B1
1. female,N2C_N2C,euro11,euro2,5.8662679426,7.6902184236,sig,sig,1.3109217818,B1
1. female,N2C_N2C,euro11,euro3,3.3171936759,4.2711578947,sig,sig,1.2875817067,B1
1. female,N2C_N2C,euro11,euro4,1.7031890474,1.9118053299,sig,sig,1.1224856881,B1
1. female,N2C_N2C,euro11,euro5,2.8347291502,3.1095891554,sig,sig,1.0969616463,B1
1. female,N2C_N2C,euro11,euro6,8.4147548358,6.5585203153,sig,sig,0.7794071774,B1
1. female,N2C_N2C,euro11,euro7,2.4956609841,2.2330827068,sig,sig,0.8947860791,B1
1. female,N2C_N2C,euro11,euro8,3.7186698089,3.2146266743,sig,sig,0.8644560661,B1
1. female,N2C_N2C,euro11,euro9,4.8761709874,4.1900951199,sig,sig,0.8593002852,B1
1. female,N2C_N2C,euro12,euro1,12.048238996,10.583720399,sig,sig,0.8784454228,B1
1. female,N2C_N2C,euro12,euro10,3.4610427651,3.3517994216,sig,sig,0.9684362919,B1
1. female,N2C_N2C,euro12,euro11,3.4583184258,2.5074764247,sig,sig,0.7250565494,B1
1. female,N2C_N2C,euro12,euro12,,,nesig,nesig,,B4
1. female,N2C_N2C,euro12,euro2,2.6084312003,2.239832678,sig,sig,0.8586895747,B1
1. female,N2C_N2C,euro12,euro3,5.650332674,5.1845744681,sig,sig,0.9175697728,B1
1. female,N2C_N2C,euro12,euro4,3.558677686,3.8386781504,sig,sig,1.0786810409,B1
1. female,N2C_N2C,euro12,euro5,4.2222051597,4.5384140177,sig,sig,1.0748918743,B1
1. female,N2C_N2C,euro12,euro6,4.8327963918,3.7473498233,sig,sig,0.7753998968,B1
1. female,N2C_N2C,euro12,euro7,4.4379680886,4.2898000506,sig,sig,0.9666135414,B1
1. female,N2C_N2C,euro12,euro8,3.6525859977,3.0954153605,sig,sig,0.8474585848,B1
1. female,N2C_N2C,euro12,euro9,3.9112830788,3.9048576214,sig,sig,0.9983571996,B1
1. female,N2C_N2C,euro2,euro1,5.1022297808,4.0748609779,sig,sig,0.7986431723,B1
1. female,N2C_N2C,euro2,euro10,3.3789442276,3.9568004662,sig,sig,1.1710168028,B1
1. female,N2C_N2C,euro2,euro11,5.8662679426,7.6902184236,sig,sig,1.3109217818,B1
1. female,N2C_N2C,euro2,euro12,2.6084312003,2.239832678,sig,sig,0.8586895747,B1
1. female,N2C_N2C,euro2,euro2,,,nesig,nesig,,B4
1. female,N2C_N2C,euro2,euro3,5.024323029,5.3441118881,sig,sig,1.0636481487,B1
1. female,N2C_N2C,euro2,euro4,2.2890343699,2.693604801,sig,sig,1.1767428381,B1
1. female,N2C_N2C,euro2,euro5,3.0732272753,3.5485899294,sig,sig,1.1546786526,B1
1. female,N2C_N2C,euro2,euro6,5.6461877434,6.0900127034,sig,sig,1.0786061286,B1
1. female,N2C_N2C,euro2,euro7,2.7594976951,2.485667566,sig,sig,0.9007681255,B1
1. female,N2C_N2C,euro2,euro8,3.0857630752,3.6985517113,sig,sig,1.1985857699,B1
1. female,N2C_N2C,euro2,euro9,3.9664566036,4.183127572,sig,sig,1.054625826,B1
1. female,N2C_N2C,euro3,euro1,14.917874396,11.662750564,sig,sig,0.7817970747,B1
1. female,N2C_N2C,euro3,euro10,3.4970793292,4.6269192996,sig,sig,1.3230810239,B1
1. female,N2C_N2C,euro3,euro11,3.3171936759,4.2711578947,sig,sig,1.2875817067,B1
1. female,N2C_N2C,euro3,euro12,5.650332674,5.1845744681,sig,sig,0.9175697728,B1
1. female,N2C_N2C,euro3,euro2,5.024323029,5.3441118881,sig,sig,1.0636481487,B1
1. female,N2C_N2C,euro3,euro3,,,nesig,nesig,,B4
1. female,N2C_N2C,euro3,euro4,4.7363947586,5.1366532529,sig,sig,1.0845069963,B1
1. female,N2C_N2C,euro3,euro5,4.3593580715,5.1004326872,sig,sig,1.1699962709,B1
1. female,N2C_N2C,euro3,euro6,4.7869610068,6.173462239,sig,sig,1.2896412213,B1
1. female,N2C_N2C,euro3,euro7,4.6304938062,4.7499092559,sig,sig,1.0257889233,B1
1. female,N2C_N2C,euro3,euro8,4.5231534635,4.1068825911,sig,sig,0.9079688815,B1
1. female,N2C_N2C,euro3,euro9,6.778381941,5.820323253,sig,sig,0.8586596777,B1
1. female,N2C_N2C,euro4,euro1,8.1819803393,5.3900025536,sig,sig,0.6587650337,B1
1. female,N2C_N2C,euro4,euro10,2.4635478729,2.7023450586,sig,sig,1.0969322287,B1
1. female,N2C_N2C,euro4,euro11,1.7031890474,1.9118053299,sig,sig,1.1224856881,B1
1. female,N2C_N2C,euro4,euro12,3.558677686,3.8386781504,sig,sig,1.0786810409,B1
1. female,N2C_N2C,euro4,euro2,2.2890343699,2.693604801,sig,sig,1.1767428381,B1
1. female,N2C_N2C,euro4,euro3,4.7363947586,5.1366532529,sig,sig,1.0845069963,B1
1. female,N2C_N2C,euro4,euro4,,,nesig,nesig,,B4
1. female,N2C_N2C,euro4,euro5,5.4905440182,5.2914044092,sig,sig,0.9637304412,B1
1. female,N2C_N2C,euro4,euro6,2.7961529439,3.0192360792,sig,sig,1.0797821649,B1
1. female,N2C_N2C,euro4,euro7,5.4936148962,4.3614633701,sig,sig,0.7939150182,B1
1. female,N2C_N2C,euro4,euro8,2.6434677614,1.8440108146,sig,sig,0.6975726512,B1
1. female,N2C_N2C,euro4,euro9,5.6520190759,4.2031381339,sig,sig,0.7436525032,B1
1. female,N2C_N2C,euro5,euro1,5.1846555118,5.78055376,sig,sig,1.1149349743,B1
1. female,N2C_N2C,euro5,euro10,3.7686884771,4.5802526329,sig,sig,1.2153439215,B1
1. female,N2C_N2C,euro5,euro11,2.8347291502,3.1095891554,sig,sig,1.0969616463,B1
1. female,N2C_N2C,euro5,euro12,4.2222051597,4.5384140177,sig,sig,1.0748918743,B1
1. female,N2C_N2C,euro5,euro2,3.0732272753,3.5485899294,sig,sig,1.1546786526,B1
1. female,N2C_N2C,euro5,euro3,4.3593580715,5.1004326872,sig,sig,1.1699962709,B1
1. female,N2C_N2C,euro5,euro4,5.4905440182,5.2914044092,sig,sig,0.9637304412,B1
1. female,N2C_N2C,euro5,euro5,,,nesig,nesig,,B4
1. female,N2C_N2C,euro5,euro6,3.9712942714,4.4712568982,sig,sig,1.1258941274,B1
1. female,N2C_N2C,euro5,euro7,4.4095543597,4.2233228165,sig,sig,0.9577663573,B1
1. female,N2C_N2C,euro5,euro8,5.1858955234,4.5352544068,sig,sig,0.874536401,B1
1. female,N2C_N2C,euro5,euro9,5.1656920078,5.1254095612,sig,sig,0.9922019264,B1
1. female,N2C_N2C,euro6,euro1,8.5797346514,6.5001590837,sig,sig,0.7576177292,B1
1. female,N2C_N2C,euro6,euro10,7.9755260146,6.7611715812,sig,sig,0.8477398944,B1
1. female,N2C_N2C,euro6,euro11,8.4147548358,6.5585203153,sig,sig,0.7794071774,B1
1. female,N2C_N2C,euro6,euro12,4.8327963918,3.7473498233,sig,sig,0.7753998968,B1
1. female,N2C_N2C,euro6,euro2,5.6461877434,6.0900127034,sig,sig,1.0786061286,B1
1. female,N2C_N2C,euro6,euro3,4.7869610068,6.173462239,sig,sig,1.2896412213,B1
1. female,N2C_N2C,euro6,euro4,2.7961529439,3.0192360792,sig,sig,1.0797821649,B1
1. female,N2C_N2C,euro6,euro5,3.9712942714,4.4712568982,sig,sig,1.1258941274,B1
1. female,N2C_N2C,euro6,euro6,,,nesig,nesig,,B4
1. female,N2C_N2C,euro6,euro7,3.1925407925,3.1939794816,sig,sig,1.0004506408,B1
1. female,N2C_N2C,euro6,euro8,6.7697674419,4.7682492025,sig,sig,0.7043446091,B1
1. female,N2C_N2C,euro6,euro9,7.539684466,6.4218171889,sig,sig,0.8517355359,B1
1. female,N2C_N2C,euro7,euro1,8.1639194139,8.104899931,sig,sig,0.9927706926,B1
1. female,N2C_N2C,euro7,euro10,2.6816603774,2.8708144564,sig,sig,1.07053618,B1
1. female,N2C_N2C,euro7,euro11,2.4956609841,2.2330827068,sig,sig,0.8947860791,B1
1. female,N2C_N2C,euro7,euro12,4.4379680886,4.2898000506,sig,sig,0.9666135414,B1
1. female,N2C_N2C,euro7,euro2,2.7594976951,2.485667566,sig,sig,0.9007681255,B1
1. female,N2C_N2C,euro7,euro3,4.6304938062,4.7499092559,sig,sig,1.0257889233,B1
1. female,N2C_N2C,euro7,euro4,5.4936148962,4.3614633701,sig,sig,0.7939150182,B1
1. female,N2C_N2C,euro7,euro5,4.4095543597,4.2233228165,sig,sig,0.9577663573,B1
1. female,N2C_N2C,euro7,euro6,3.1925407925,3.1939794816,sig,sig,1.0004506408,B1
1. female,N2C_N2C,euro7,euro7,,,nesig,nesig,,B4
1. female,N2C_N2C,euro7,euro8,3.5346987689,2.4852472089,sig,sig,0.7031001427,B1
1. female,N2C_N2C,euro7,euro9,5.0741410011,5.0345786963,sig,sig,0.9922031523,B1
1. female,N2C_N2C,euro8,euro1,5.829090636,4.5493216435,sig,sig,0.7804513478,B1
1. female,N2C_N2C,euro8,euro10,4.8585618296,4.3622787611,sig,sig,0.8978539152,B1
1. female,N2C_N2C,euro8,euro11,3.7186698089,3.2146266743,sig,sig,0.8644560661,B1
1. female,N2C_N2C,euro8,euro12,3.6525859977,3.0954153605,sig,sig,0.8474585848,B1
1. female,N2C_N2C,euro8,euro2,3.0857630752,3.6985517113,sig,sig,1.1985857699,B1
1. female,N2C_N2C,euro8,euro3,4.5231534635,4.1068825911,sig,sig,0.9079688815,B1
1. female,N2C_N2C,euro8,euro4,2.6434677614,1.8440108146,sig,sig,0.6975726512,B1
1. female,N2C_N2C,euro8,euro5,5.1858955234,4.5352544068,sig,sig,0.874536401,B1
1. female,N2C_N2C,euro8,euro6,6.7697674419,4.7682492025,sig,sig,0.7043446091,B1
1. female,N2C_N2C,euro8,euro7,3.5346987689,2.4852472089,sig,sig,0.7031001427,B1
1. female,N2C_N2C,euro8,euro8,,,nesig,nesig,,B4
1. female,N2C_N2C,euro8,euro9,6.3558636819,6.1288034594,sig,sig,0.9642754732,B1
1. female,N2C_N2C,euro9,euro1,5.8098354875,6.9137400666,sig,sig,1.1900061682,B1
1. female,N2C_N2C,euro9,euro10,5.084078939,5.7405247813,sig,sig,1.1291179484,B1
1. female,N2C_N2C,euro9,euro11,4.8761709874,4.1900951199,sig,sig,0.8593002852,B1
1. female,N2C_N2C,euro9,euro12,3.9112830788,3.9048576214,sig,sig,0.9983571996,B1
1. female,N2C_N2C,euro9,euro2,3.9664566036,4.183127572,sig,sig,1.054625826,B1
1. female,N2C_N2C,euro9,euro3,6.778381941,5.820323253,sig,sig,0.8586596777,B1
1. female,N2C_N2C,euro9,euro4,5.6520190759,4.2031381339,sig,sig,0.7436525032,B1
1. female,N2C_N2C,euro9,euro5,5.1656920078,5.1254095612,sig,sig,0.9922019264,B1
1. female,N2C_N2C,euro9,euro6,7.539684466,6.4218171889,sig,sig,0.8517355359,B1
1. female,N2C_N2C,euro9,euro7,5.0741410011,5.0345786963,sig,sig,0.9922031523,B1
1. female,N2C_N2C,euro9,euro8,6.3558636819,6.1288034594,sig,sig,0.9642754732,B1
1. female,N2C_N2C,euro9,euro9,,,nesig,nesig,,B4
1. female,N2C_Z,euro1,euro1,,,nesig,nesig,,B4
1. female,N2C_Z,euro1,euro10,5.3553719008,3.718220339,sig,sig,0.6942973164,B1
1. female,N2C_Z,euro1,euro11,6.9069767442,2.5248756219,sig,sig,0.365554383,B1
1. female,N2C_Z,euro1,euro12,11.492810458,10.030165913,sig,sig,0.8727339539,B1
1. female,N2C_Z,euro1,euro2,3.0512820513,2.2444444444,sig,nesig,0.7355742297,B2
1. female,N2C_Z,euro1,euro3,,13.5,nesig,sig,,B3
1. female,N2C_Z,euro1,euro4,16.8,3.4333333333,sig,sig,0.2043650794,B1
1. female,N2C_Z,euro1,euro5,5.1960784314,4.4949494949,sig,sig,0.8650657519,B1
1. female,N2C_Z,euro1,euro6,14.772727273,18.553846154,sig,sig,1.2559526627,B1
1. female,N2C_Z,euro1,euro7,7.115902965,7.0476190476,sig,sig,0.9904040404,B1
1. female,N2C_Z,euro1,euro8,10.674329502,2.8888888889,sig,nesig,0.2706389088,B2
1. female,N2C_Z,euro1,euro9,5.2925571113,5.5961352657,sig,sig,1.057359448,B1
1. female,N2C_Z,euro10,euro1,5.3553719008,3.718220339,sig,sig,0.6942973164,B1
1. female,N2C_Z,euro10,euro10,,,nesig,nesig,,B4
1. female,N2C_Z,euro10,euro11,8.12,2.7723214286,sig,sig,0.3414188951,B1
1. female,N2C_Z,euro10,euro12,2.2485875706,2.947845805,sig,sig,1.310976652,B1
1. female,N2C_Z,euro10,euro2,2.2391304348,2.8109161793,nesig,sig,1.2553606238,B3
1. female,N2C_Z,euro10,euro3,2.8125,0.6424242424,nesig,nesig,0.2284175084,B4
1. female,N2C_Z,euro10,euro4,3.7962962963,1.1988636364,sig,nesig,0.3157982262,B2
1. female,N2C_Z,euro10,euro5,4.3636363636,2.9493545184,sig,sig,0.6758937438,B1
1. female,N2C_Z,euro10,euro6,2.4516129032,10.512820513,nesig,sig,4.2881241565,B3
1. female,N2C_Z,euro10,euro7,4.6075,4.126984127,sig,sig,0.8957100655,B1
1. female,N2C_Z,euro10,euro8,3.8934169279,2.9032258065,sig,nesig,0.7456755493,B2
1. female,N2C_Z,euro10,euro9,3.8564814815,9.1221719457,sig,sig,2.3654131336,B1
1. female,N2C_Z,euro11,euro1,6.9069767442,2.5248756219,sig,sig,0.365554383,B1
1. female,N2C_Z,euro11,euro10,8.12,2.7723214286,sig,sig,0.3414188951,B1
1. female,N2C_Z,euro11,euro11,,,nesig,nesig,,B4
1. female,N2C_Z,euro11,euro12,10.24137931,2.4924012158,sig,nesig,0.2433657753,B2
1. female,N2C_Z,euro11,euro2,7.9480519481,2.1111111111,sig,nesig,0.2656136529,B2
1. female,N2C_Z,euro11,euro4,1.0656565657,5.1604938272,nesig,sig,4.8425487098,B3
1. female,N2C_Z,euro11,euro5,2.1398601399,0.9710550887,nesig,nesig,0.4537937179,B4
1. female,N2C_Z,euro11,euro6,4.75,4.6444444444,sig,sig,0.9777777778,B1
1. female,N2C_Z,euro11,euro7,4.2567049808,3.3469387755,sig,sig,0.7862745458,B1
1. female,N2C_Z,euro11,euro8,5.7777777778,4.7368421053,sig,sig,0.8198380567,B1
1. female,N2C_Z,euro11,euro9,7.1428571429,2.4924012158,sig,nesig,0.3489361702,B2
1. female,N2C_Z,euro12,euro1,11.492810458,10.030165913,sig,sig,0.8727339539,B1
1. female,N2C_Z,euro12,euro10,2.2485875706,2.947845805,sig,sig,1.310976652,B1
1. female,N2C_Z,euro12,euro11,10.24137931,2.4924012158,sig,nesig,0.2433657753,B2
1. female,N2C_Z,euro12,euro12,,,nesig,nesig,,B4
1. female,N2C_Z,euro12,euro2,2.5490196078,0.9904761905,sig,nesig,0.3885714286,B2
1. female,N2C_Z,euro12,euro3,7.2828282828,3.4666666667,sig,sig,0.4760055479,B1
1. female,N2C_Z,euro12,euro4,2.7568238213,1.8213507625,sig,nesig,0.6606699886,B2
1. female,N2C_Z,euro12,euro5,3.1528340081,3.6434108527,sig,sig,1.155598691,B1
1. female,N2C_Z,euro12,euro6,2.7310606061,4.2916666667,nesig,sig,1.5714285714,B3
1. female,N2C_Z,euro12,euro7,4.4586080586,3.3724696356,sig,sig,0.7563951779,B1
1. female,N2C_Z,euro12,euro8,2.8034188034,4.16,sig,sig,1.483902439,B1
1. female,N2C_Z,euro12,euro9,2.4479166667,4.7200832466,sig,sig,1.9282042199,B1
1. female,N2C_Z,euro2,euro1,3.0512820513,2.2444444444,sig,nesig,0.7355742297,B2
1. female,N2C_Z,euro2,euro10,2.2391304348,2.8109161793,nesig,sig,1.2553606238,B3
1. female,N2C_Z,euro2,euro11,7.9480519481,2.1111111111,sig,nesig,0.2656136529,B2
1. female,N2C_Z,euro2,euro12,2.5490196078,0.9904761905,sig,nesig,0.3885714286,B2
1. female,N2C_Z,euro2,euro2,,,nesig,nesig,,B4
1. female,N2C_Z,euro2,euro3,3.3333333333,3.4239130435,nesig,nesig,1.027173913,B4
1. female,N2C_Z,euro2,euro5,2.75,1.5185185185,sig,nesig,0.5521885522,B2
1. female,N2C_Z,euro2,euro6,4.16,3.8,sig,sig,0.9134615385,B1
1. female,N2C_Z,euro2,euro7,3.1659090909,1.3032581454,sig,nesig,0.4116536855,B2
1. female,N2C_Z,euro2,euro9,3.96,1.938534279,sig,nesig,0.4895288583,B2
1. female,N2C_Z,euro3,euro1,,13.5,nesig,sig,,B3
1. female,N2C_Z,euro3,euro10,2.8125,0.6424242424,nesig,nesig,0.2284175084,B4
1. female,N2C_Z,euro3,euro12,7.2828282828,3.4666666667,sig,sig,0.4760055479,B1
1. female,N2C_Z,euro3,euro2,3.3333333333,3.4239130435,nesig,nesig,1.027173913,B4
1. female,N2C_Z,euro3,euro3,,,nesig,nesig,,B4
1. female,N2C_Z,euro3,euro4,4.2857142857,1.7666666667,sig,nesig,0.4122222222,B2
1. female,N2C_Z,euro3,euro5,3.8333333333,1.2115384615,sig,nesig,0.3160535117,B2
1. female,N2C_Z,euro3,euro6,7.5,3.9074074074,sig,nesig,0.5209876543,B2
1. female,N2C_Z,euro3,euro7,4.9285714286,6.7135135135,sig,sig,1.3621621622,B1
1. female,N2C_Z,euro3,euro9,8.2873563218,2.3417366947,sig,nesig,0.2825673959,B2
1. female,N2C_Z,euro4,euro1,16.8,3.4333333333,sig,sig,0.2043650794,B1
1. female,N2C_Z,euro4,euro10,3.7962962963,1.1988636364,sig,nesig,0.3157982262,B2
1. female,N2C_Z,euro4,euro11,1.0656565657,5.1604938272,nesig,sig,4.8425487098,B3
1. female,N2C_Z,euro4,euro12,2.7568238213,1.8213507625,sig,nesig,0.6606699886,B2
1. female,N2C_Z,euro4,euro3,4.2857142857,1.7666666667,sig,nesig,0.4122222222,B2
1. female,N2C_Z,euro4,euro4,,,nesig,nesig,,B4
1. female,N2C_Z,euro4,euro5,8.4782608696,3.9398907104,sig,sig,0.4647050581,B1
1. female,N2C_Z,euro4,euro6,5.4736842105,3.196969697,sig,nesig,0.5840617716,B2
1. female,N2C_Z,euro4,euro7,2.9469496021,0.9356984479,sig,nesig,0.3175142348,B2
1. female,N2C_Z,euro4,euro8,4.5614035088,1.962962963,sig,nesig,0.4303418803,B2
1. female,N2C_Z,euro4,euro9,2.1857142857,3.6209912536,nesig,sig,1.6566626651,B3
1. female,N2C_Z,euro5,euro1,5.1960784314,4.4949494949,sig,sig,0.8650657519,B1
1. female,N2C_Z,euro5,euro10,4.3636363636,2.9493545184,sig,sig,0.6758937438,B1
1. female,N2C_Z,euro5,euro11,2.1398601399,0.9710550887,nesig,nesig,0.4537937179,B4
1. female,N2C_Z,euro5,euro12,3.1528340081,3.6434108527,sig,sig,1.155598691,B1
1. female,N2C_Z,euro5,euro2,2.75,1.5185185185,sig,nesig,0.5521885522,B2
1. female,N2C_Z,euro5,euro3,3.8333333333,1.2115384615,sig,nesig,0.3160535117,B2
1. female,N2C_Z,euro5,euro4,8.4782608696,3.9398907104,sig,sig,0.4647050581,B1
1. female,N2C_Z,euro5,euro5,,,nesig,nesig,,B4
1. female,N2C_Z,euro5,euro6,3.9230769231,3.3770491803,sig,sig,0.8608164577,B1
1. female,N2C_Z,euro5,euro7,5.0770359501,2.245014245,sig,sig,0.4421899445,B1
1. female,N2C_Z,euro5,euro8,2.9423076923,2.1770833333,sig,nesig,0.7399237473,B2
1. female,N2C_Z,euro5,euro9,3.9935897436,5.2623274162,sig,sig,1.3176935424,B1
1. female,N2C_Z,euro6,euro1,14.772727273,18.553846154,sig,sig,1.2559526627,B1
1. female,N2C_Z,euro6,euro10,2.4516129032,10.512820513,nesig,sig,4.2881241565,B3
1. female,N2C_Z,euro6,euro11,4.75,4.6444444444,sig,sig,0.9777777778,B1
1. female,N2C_Z,euro6,euro12,2.7310606061,4.2916666667,nesig,sig,1.5714285714,B3
1. female,N2C_Z,euro6,euro2,4.16,3.8,sig,sig,0.9134615385,B1
1. female,N2C_Z,euro6,euro3,7.5,3.9074074074,sig,nesig,0.5209876543,B2
1. female,N2C_Z,euro6,euro4,5.4736842105,3.196969697,sig,nesig,0.5840617716,B2
1. female,N2C_Z,euro6,euro5,3.9230769231,3.3770491803,sig,sig,0.8608164577,B1
1. female,N2C_Z,euro6,euro6,,,nesig,nesig,,B4
1. female,N2C_Z,euro6,euro7,6.8813559322,5.7222222222,sig,sig,0.8315544609,B1
1. female,N2C_Z,euro6,euro8,5.8461538462,13.933333333,sig,sig,2.3833333333,B1
1. female,N2C_Z,euro6,euro9,4.1102756892,11.277777778,sig,sig,2.743800813,B1
1. female,N2C_Z,euro7,euro1,7.115902965,7.0476190476,sig,sig,0.9904040404,B1
1. female,N2C_Z,euro7,euro10,4.6075,4.126984127,sig,sig,0.8957100655,B1
1. female,N2C_Z,euro7,euro11,4.2567049808,3.3469387755,sig,sig,0.7862745458,B1
1. female,N2C_Z,euro7,euro12,4.4586080586,3.3724696356,sig,sig,0.7563951779,B1
1. female,N2C_Z,euro7,euro2,3.1659090909,1.3032581454,sig,nesig,0.4116536855,B2
1. female,N2C_Z,euro7,euro3,4.9285714286,6.7135135135,sig,sig,1.3621621622,B1
1. female,N2C_Z,euro7,euro4,2.9469496021,0.9356984479,sig,nesig,0.3175142348,B2
1. female,N2C_Z,euro7,euro5,5.0770359501,2.245014245,sig,sig,0.4421899445,B1
1. female,N2C_Z,euro7,euro6,6.8813559322,5.7222222222,sig,sig,0.8315544609,B1
1. female,N2C_Z,euro7,euro7,,,nesig,nesig,,B4
1. female,N2C_Z,euro7,euro8,2.9872495446,3.5726495726,sig,nesig,1.1959662289,B2
1. female,N2C_Z,euro7,euro9,3.7055555556,2.9933523267,sig,sig,0.8078012276,B1
1. female,N2C_Z,euro8,euro1,10.674329502,2.8888888889,sig,nesig,0.2706389088,B2
1. female,N2C_Z,euro8,euro10,3.8934169279,2.9032258065,sig,nesig,0.7456755493,B2
1. female,N2C_Z,euro8,euro11,5.7777777778,4.7368421053,sig,sig,0.8198380567,B1
1. female,N2C_Z,euro8,euro12,2.8034188034,4.16,sig,sig,1.483902439,B1
1. female,N2C_Z,euro8,euro4,4.5614035088,1.962962963,sig,nesig,0.4303418803,B2
1. female,N2C_Z,euro8,euro5,2.9423076923,2.1770833333,sig,nesig,0.7399237473,B2
1. female,N2C_Z,euro8,euro6,5.8461538462,13.933333333,sig,sig,2.3833333333,B1
1. female,N2C_Z,euro8,euro7,2.9872495446,3.5726495726,sig,nesig,1.1959662289,B2
1. female,N2C_Z,euro8,euro8,,,nesig,nesig,,B4
1. female,N2C_Z,euro8,euro9,5.2727272727,6.3367346939,sig,sig,1.2017945109,B1
1. female,N2C_Z,euro9,euro1,5.2925571113,5.5961352657,sig,sig,1.057359448,B1
1. female,N2C_Z,euro9,euro10,3.8564814815,9.1221719457,sig,sig,2.3654131336,B1
1. female,N2C_Z,euro9,euro11,7.1428571429,2.4924012158,sig,nesig,0.3489361702,B2
1. female,N2C_Z,euro9,euro12,2.4479166667,4.7200832466,sig,sig,1.9282042199,B1
1. female,N2C_Z,euro9,euro2,3.96,1.938534279,sig,nesig,0.4895288583,B2
1. female,N2C_Z,euro9,euro3,8.2873563218,2.3417366947,sig,nesig,0.2825673959,B2
1. female,N2C_Z,euro9,euro4,2.1857142857,3.6209912536,nesig,sig,1.6566626651,B3
1. female,N2C_Z,euro9,euro5,3.9935897436,5.2623274162,sig,sig,1.3176935424,B1
1. female,N2C_Z,euro9,euro6,4.1102756892,11.277777778,sig,sig,2.743800813,B1
1. female,N2C_Z,euro9,euro7,3.7055555556,2.9933523267,sig,sig,0.8078012276,B1
1. female,N2C_Z,euro9,euro8,5.2727272727,6.3367346939,sig,sig,1.2017945109,B1
1. female,N2C_Z,euro9,euro9,,,nesig,nesig,,B4
1. female,N2_N1,euro1,euro1,,,nesig,nesig,,B4
1. female,N2_N1,euro1,euro10,6.3546099291,5.4285714286,sig,sig,0.8542729592,B1
1. female,N2_N1,euro1,euro11,1.299719888,1.5064935065,nesig,nesig,1.1590909091,B4
1. female,N2_N1,euro1,euro12,7.196969697,25,sig,sig,3.4736842105,B1
1. female,N2_N1,euro1,euro2,0.6361185984,0.8550724638,nesig,nesig,1.3442028986,B4
1. female,N2_N1,euro1,euro3,,,nesig,nesig,,B4
1. female,N2_N1,euro1,euro4,4.5490196078,22.4,nesig,sig,4.924137931,B3
1. female,N2_N1,euro1,euro5,6.525,4,sig,sig,0.6130268199,B1
1. female,N2_N1,euro1,euro6,0.7345679012,3.2571428571,nesig,nesig,4.4340936375,B4
1. female,N2_N1,euro1,euro7,4.4421296296,2.7692307692,sig,sig,0.6234016114,B1
1. female,N2_N1,euro1,euro8,2.25,1.7101449275,nesig,nesig,0.7600644122,B4
1. female,N2_N1,euro1,euro9,7.9166666667,4.5294117647,sig,sig,0.5721362229,B1
1. female,N2_N1,euro10,euro1,6.3546099291,5.4285714286,sig,sig,0.8542729592,B1
1. female,N2_N1,euro10,euro10,,,nesig,nesig,,B4
1. female,N2_N1,euro10,euro11,2.9135802469,3.746031746,nesig,nesig,1.2857142857,B4
1. female,N2_N1,euro10,euro12,0.7712418301,7.6,nesig,sig,9.8542372881,B3
1. female,N2_N1,euro10,euro2,1.4875,2.125,nesig,nesig,1.4285714286,B4
1. female,N2_N1,euro10,euro4,2.38,1.859375,nesig,nesig,0.78125,B4
1. female,N2_N1,euro10,euro5,1.9965277778,22.4,nesig,sig,11.219478261,B3
1. female,N2_N1,euro10,euro7,3.6858974359,2.6590909091,sig,nesig,0.7214229249,B2
1. female,N2_N1,euro10,euro9,3.1944444444,12.758064516,nesig,sig,3.993828892,B3
1. female,N2_N1,euro11,euro1,1.299719888,1.5064935065,nesig,nesig,1.1590909091,B4
1. female,N2_N1,euro11,euro10,2.9135802469,3.746031746,nesig,nesig,1.2857142857,B4
1. female,N2_N1,euro11,euro11,,,nesig,nesig,,B4
1. female,N2_N1,euro11,euro12,1.3295454545,0.7712418301,nesig,nesig,0.5800793252,B4
1. female,N2_N1,euro11,euro2,7.3125,1.7,sig,nesig,0.2324786325,B2
1. female,N2_N1,euro11,euro5,1.9965277778,1.5064935065,nesig,nesig,0.7545567476,B4
1. female,N2_N1,euro11,euro6,3.9666666667,2.9135802469,nesig,nesig,0.7345160286,B4
1. female,N2_N1,euro11,euro7,0.9042145594,3.156462585,nesig,nesig,3.4908336216,B4
1. female,N2_N1,euro11,euro8,2.38,2.975,nesig,nesig,1.25,B4
1. female,N2_N1,euro11,euro9,7.0625,1.9495798319,sig,nesig,0.2760467019,B2
1. female,N2_N1,euro12,euro1,7.196969697,25,sig,sig,3.4736842105,B1
1. female,N2_N1,euro12,euro10,0.7712418301,7.6,nesig,sig,9.8542372881,B3
1. female,N2_N1,euro12,euro11,1.3295454545,0.7712418301,nesig,nesig,0.5800793252,B4
1. female,N2_N1,euro12,euro12,,,nesig,nesig,,B4
